"Consumer confidence index (CCI)"
"Amplitude adjusted, Long-term average = 100"
"Category";"Major five Asia economies";"Australia";"Austria";"Belgium";"Chile";"Colombia";"Costa Rica";"Czechia";"Denmark";"Estonia";"Finland";"France";"Germany";"Greece";"Hungary";"Ireland";"Israel";"Italy";"Japan";"Korea";"Latvia";"Lithuania";"Luxembourg";"Mexico";"Netherlands";"New Zealand";"Poland";"Portugal";"Slovak Rep.";"Slovenia";"Spain";"Sweden";"Switzerland";"Türkiye";"United Kingdom";"United States";"G7";"G20";"Euro area (19 countries)";"European Union (since 2020)";"OECD";"OECD excluding the euro area";"OECD Europe";"Brazil";"China";"India";"Indonesia";"Russia";"South Africa"
"2010-07-01 00:00:00";100,1698;101,1949;100,2935;100,5633;101,5922;103,7792;102,987;99,95223;101,1339;100,1657;101,9947;98,55846;100,7156;96,30705;100,3895;98,15826;;98,86195;100,1379;102,0451;97,25582;93,64521;100,0507;97,38646;100,0866;101,0769;100,1337;97,7004;99,987;98,21307;95,97453;102,1055;102,0776;99,98065;99,27699;98,28055;99,00968;99,4884;98,90219;98,71791;99,25383;99,17513;99,47222;102,9224;99,73689;;99,68826;101,2028;102,5821
"2010-08-01 00:00:00";99,98219;101,5486;100,6558;100,8198;102,063;104,2988;102,6625;99,65169;101,1359;100,3743;102,3227;98,78314;101,2009;96,39933;100,5709;97,60762;;98,95528;100,0204;101,9064;97,57799;94,31926;100,6192;97,69483;100,1937;100,9101;99,9045;97,67054;99,72249;98,07329;96,5697;102,156;102,0857;100,1599;99,08302;98,11309;98,9619;99,44835;99,29153;99,14233;99,2733;99,09669;99,64468;103,0428;99,46487;;99,80018;100,9577;102,6125
"2010-09-01 00:00:00";99,70647;101,6113;100,8824;100,9553;102,6991;104,2489;102,3753;99,30165;101,1473;100,4359;102,4197;98,98823;101,5459;96,24638;100,6591;96,78352;;99,06349;99,90377;101,8079;98,05499;94,71471;100,5952;98,09631;100,2077;100,7018;99,64635;97,25994;99,48306;98,13566;97,02423;102,174;101,99;100,493;98,73116;98,06405;98,95142;99,39594;99,54151;99,41579;99,29877;99,08424;99,73608;103,1625;99,05468;;99,81923;100,888;102,6349
"2010-10-01 00:00:00";99,49446;101,5537;100,8755;101,0141;103,0448;103,7127;102,1615;98,98066;101,1613;100,3462;102,1022;99,23347;101,7402;96,01804;100,7205;95,84377;;99,08534;99,88947;101,829;98,48174;94,95107;100,3568;98,36851;100,2202;100,471;99,46078;96,24286;99,31108;98,30521;97,098;102,065;101,8351;100,7187;98,4145;98,15907;99,01743;99,3807;99,6355;99,52643;99,33994;99,1545;99,73548;103,2801;98,69066;;99,87341;100,9;102,6183
"2010-11-01 00:00:00";99,32086;101,3013;100,6785;100,9837;102,9526;102,9605;102,0852;98,86246;101,1617;100,4737;101,5863;99,38045;101,8713;95,75428;100,6804;95,19882;;99,12516;99,9593;101,9276;98,38668;95,07259;100,1834;98,46446;100,2195;100,2122;99,35139;95,59222;99,37595;98,26225;96,90553;101,9832;101,6675;101,005;98,11409;98,40727;99,16298;99,40242;99,66152;99,55367;99,4169;99,31138;99,7014;103,4245;98,33498;;100,0074;100,8633;102,5609
"2010-12-01 00:00:00";99,1594;101,0268;100,5169;100,8124;102,6405;102,2552;102,1978;98,73624;101,05;100,5951;101,0383;99,15417;101,8735;95,50151;100,4566;94,95279;;99,13924;100,0163;101,861;98,10831;95,12099;99,99358;98,49533;100,2239;99,90347;99,32973;95,50878;99,19671;98,06587;96,61688;101,9478;101,5177;101,2185;97,81578;98,64922;99,25977;99,38882;99,55279;99,42282;99,44854;99,44625;99,58887;103,4546;98,01729;;100,1909;100,6946;102,4548
"2011-01-01 00:00:00";99,10952;100,7504;100,4674;100,6102;102,3366;101,9638;102,3587;98,64428;100,9184;100,7932;100,8717;98,78873;101,8189;95,5764;100,0719;95,14483;;98,86839;99,94747;101,5605;98,10854;95,21977;100,1445;98,55777;100,4144;99,54185;99,26516;95,63641;98,83556;97,82371;96,50952;101,9509;101,3957;101,4678;97,41129;98,75363;99,22995;99,35818;99,42027;99,24838;99,40773;99,48689;99,44572;103,4551;97,967;;100,3734;100,4914;102,2925
"2011-02-01 00:00:00";99,20489;100,6148;100,4158;100,5166;101,9649;101,9499;102,3734;98,48875;100,8297;100,8799;100,8349;98,48653;101,7424;95,79456;99,61098;95,66854;;98,59793;99,6198;101,026;98,01837;95,49155;100,3065;98,62572;100,531;99,22855;98,96633;95,85786;98,45897;97,46183;96,63752;101,8376;101,3108;101,7815;97,17129;98,70625;99,09674;99,34901;99,3304;99,09437;99,30034;99,39574;99,3483;103,3468;98,31058;;100,3663;100,4112;102,1219
"2011-03-01 00:00:00";99,42416;100,5089;100,3103;100,3505;101,7177;101,8132;102,0819;98,21026;100,8124;100,7683;100,7618;98,27226;101,6197;95,88137;99,13197;96,40659;100,6586;98,32272;99,00213;100,4117;97,84029;95,92496;100,2517;98,52428;100,5001;99,13042;98,52528;95,81104;98,05862;97,39342;96,77006;101,5873;101,2631;101,9674;97,02683;98,47121;98,83096;99,3204;99,18936;98,87933;99,0779;99,1248;99,23422;103,0984;98,99776;;100,2201;100,5848;102,0037
"2011-04-01 00:00:00";99,49001;100,4219;100,1963;100,2744;101,5328;101,5606;101,5945;98,02992;100,8514;100,4138;100,5359;98,19289;101,5204;95,79225;98,89666;96,80304;100,9018;98,10048;98,36027;100,2164;97,94826;96,37743;99,97384;98,34999;100,3768;99,39282;98,3168;95,63708;97,96046;97,62772;96,91092;101,35;101,1986;102,0918;97,05894;98,41493;98,67972;99,29919;99,05357;98,69881;98,9497;98,9668;99,17277;102,8509;99,38348;;100,1105;100,9071;101,9766
"2011-05-01 00:00:00";99,53378;100,222;100,0664;100,2763;101,3184;101,7696;101,0381;97,81898;100,8665;100,1828;100,0535;98,22495;101,4809;95,54697;98,8181;96,93155;100,8857;98,02294;98,15869;100,2651;98,66445;96,75971;99,99397;98,36987;100,2001;99,83742;98,58134;95,67103;98,18743;97,9185;97,16591;101,1524;101,0369;102,258;97,4185;98,40031;98,65732;99,32415;98,9949;98,63619;98,94201;98,92725;99,22688;102,7906;99,5261;;100,0956;101,2494;101,9714
"2011-06-01 00:00:00";99,58904;99,8531;100,0084;100,2071;100,9584;102,5204;100,4972;97,64703;100,771;100,1522;99,34039;98,20065;101,4695;95,22691;98,78085;96,84911;100,8817;98,10627;98,29705;100,2192;99,55002;97,06395;100,1971;98,57561;99,99931;100,2425;98,87499;95,76489;98,42523;98,19609;97,34869;100,9019;100,717;102,4817;97,44556;98,10534;98,52745;99,27754;98,96059;98,60645;98,86097;98,79676;99,24356;102,9213;99,55343;;100,2087;101,5234;101,8887
"2011-07-01 00:00:00";99,51472;99,42554;99,85899;100,1021;100,8408;102,9319;100,0254;97,68999;100,5151;100,0276;98,70526;98,08252;101,31;95,15466;98,8045;96,71729;100,43;98,00924;98,57687;100,0724;100,3124;97,35902;100,5015;98,72366;99,70837;100,4413;99,14224;95,788;98,65626;98,32999;97,37318;100,455;100,3391;102,3083;97,15663;97,55121;98,22992;99,05905;98,80429;98,45246;98,63162;98,50428;99,11082;103,011;99,32164;;100,3558;101,7255;101,6554
"2011-08-01 00:00:00";99,34628;99,25918;99,55075;100,0034;100,92;102,9144;99,69997;97,68791;100,2399;99,62925;98,06594;97,80882;100,9822;95,24254;98,83817;96,76942;99,95657;97,83454;98,82839;99,83817;100,9119;97,45193;100,3105;98,67477;99,14703;100,4597;99,20274;95,65185;98,81147;98,3577;97,18347;99,8418;100,0395;101,8878;96,71835;97,07774;97,92078;98,77293;98,48598;98,10949;98,35905;98,22141;98,83696;102,804;98,95905;;100,4816;101,8549;101,3591
"2011-09-01 00:00:00";99,10987;99,44191;99,1085;99,95038;101,1921;102,7401;99,60741;97,55128;100,0258;99,18784;97,62076;97,69286;100,7229;95,05171;98,61558;96,96208;99,94659;97,64531;99,05502;99,76816;101,0399;97,21074;99,58702;98,56607;98,51656;100,317;99,22251;95,28699;98,60557;98,21757;97,01079;99,40207;99,92313;101,5708;96,33726;97,00776;97,83362;98,59476;98,20062;97,79279;98,2504;98,18408;98,59579;102,602;98,46935;;100,6316;101,9058;101,1222
"2011-10-01 00:00:00";98,853;99,67012;98,73626;99,94539;101,3255;102,6868;99,68305;97,25482;99,6404;98,91656;97,39269;97,67397;100,5284;94,53142;98,27658;97,17268;100,0912;97,50152;99,20827;99,89911;100,7519;96,67744;98,73069;98,50958;98,07;100,0084;99,09459;94,85835;98,06615;97,93434;96,94389;99,23289;99,91756;101,2115;96,09905;97,21927;97,9055;98,52354;98,00679;97,56604;98,264;98,31068;98,40469;102,6863;97,95638;;100,733;101,9299;101,0403
"2011-11-01 00:00:00";98,73573;99,82641;98,57866;99,74025;101,6183;102,9566;99,88214;96,73615;99,31924;98,68289;97,34595;97,51009;100,5091;94,18359;97,9467;96,89156;100,1852;97,53864;99,30594;100,008;100,4899;96,20634;98,04878;98,473;97,93942;99,6469;98,73865;94,47707;97,3643;97,89257;97,04543;99,23996;99,93648;101,2054;96,12518;97,63757;98,11423;98,60246;97,94657;97,45593;98,39342;98,56526;98,32441;102,8815;97,70621;;100,7784;101,9866;101,0598
"2011-12-01 00:00:00";98,91852;99,75134;98,54846;99,48818;101,9932;103,3801;100,1829;96,47352;99,31125;98,59339;97,61407;97,43594;100,6232;94,06009;97,61491;96,35639;100,2844;97,36494;99,41136;99,86807;100,4985;95,89875;97,92331;98,52843;97,85217;99,36026;98,30871;94,31251;96,89043;97,94694;96,85588;99,43624;99,93205;101,4064;96,31185;98,17207;98,39765;98,82507;97,90829;97,37587;98,57428;98,88049;98,29007;103,011;97,98106;;100,8104;102,1181;101,1118
"2012-01-01 00:00:00";99,19293;99,73898;98,67145;99,22598;102,2632;103,5702;100,466;96,48968;99,55587;98,65743;98,25453;97,63654;100,7154;94,05805;97,41504;96,2377;100,0976;97,24088;99,50928;99,82735;100,9667;96,21153;98,24007;98,84871;97,90409;99,24071;98,2497;94,41954;96,98478;97,7306;96,2491;99,77948;99,92309;101,6019;96,60349;98,62877;98,67844;99,07571;97,93507;97,40441;98,77563;99,17971;98,33268;103,0783;98,41587;;100,734;102,293;101,1433
"2012-02-01 00:00:00";99,30315;99,74284;98,79317;99,16407;102,0928;103,3862;100,57;96,52799;99,94477;98,7627;98,90766;98,09119;100,7485;93,9777;97,50852;96,46386;99,86723;97,31277;99,55946;100,0463;101,3278;96,68553;98,48272;99,15427;98,04796;99,21952;98,27048;94,6854;97,39577;97,26723;95,59372;100,0795;99,95383;101,6721;96,68114;98,88308;98,86681;99,22363;98,04237;97,52861;98,91937;99,36553;98,40876;103,35;98,5943;;100,4612;102,4679;101,1167
"2012-03-01 00:00:00";99,22231;99,60564;98,96663;99,43511;101,6673;103,1644;100,3642;96,36082;100,292;98,8676;99,28797;98,62856;100,7687;94,07585;97,61685;96,8586;99,90455;97,12856;99,58444;100,3377;101,3243;97,07462;98,73168;99,36196;98,11458;99,21361;98,30096;94,94033;97,98044;96,57424;94,98057;100,4063;100,0575;101,4666;96,54439;99,00495;98,95766;99,24185;98,10851;97,61542;98,98496;99,45647;98,42456;103,7322;98,46707;;100,1783;102,6054;100,9782
"2012-04-01 00:00:00";99,2178;99,48981;99,24541;99,77528;101,6389;103,0478;100,0003;96,29229;100,3747;99,09554;99,51668;98,98346;100,7958;94,29284;97,65621;97,14545;100,2003;96,4231;99,59281;100,5928;101,399;97,35218;98,76362;99,5807;98,18011;99,1736;98,27168;95,12703;98,64658;95,72634;94,51205;100,5822;100,1801;101,1339;96,40868;99,03877;98,94868;99,23079;98,04313;97,55697;98,98409;99,48805;98,352;104,0224;98,44653;;100,0576;102,6925;100,6845
"2012-05-01 00:00:00";99,13829;99,47166;99,34005;99,93819;102,0771;102,8718;99,66467;96,30826;100,2688;99,31648;99,26688;99,15448;100,7835;94,62702;97,5806;97,41758;100,6112;95,88286;99,60728;100,5609;101,886;97,73404;98,83619;99,63348;98,09054;99,11674;98,24308;95,34259;99,03307;95,49516;94,21153;100,5812;100,2424;101,112;96,41786;98,98415;98,9013;99,16318;97,94184;97,45313;98,95006;99,46298;98,29875;104,018;98,29301;;100,2112;102,6999;100,3411
"2012-06-01 00:00:00";98,88118;99,54852;99,32648;100,0397;102,6303;102,5986;99,4886;96,59941;100,2082;99,37504;98,52052;98,97233;100,7082;95,0491;97,67014;97,73579;100,5501;95,77789;99,60326;100,2399;102,5156;97,98889;98,9983;99,61395;98,12631;99,08604;98,29502;95,49345;99,05789;95,45152;94,04147;100,5075;100,1837;101,1083;96,58025;98,78497;98,78298;98,98463;97,84814;97,3669;98,85849;99,32756;98,2708;103,7819;97,87991;;100,4514;102,5908;100,0862
"2012-07-01 00:00:00";98,73074;99,65688;99,27904;100,0336;102,9381;102,4751;99,42976;96,96095;100,2611;99,35397;97,8912;98,51698;100,5228;95,39112;97,80572;98,08685;99,65396;96,05967;99,60044;99,94999;102,6187;98,08633;98,92356;99,68776;98,43478;99,1263;98,49553;95,47562;98,86278;95,50275;93,5846;100,4676;100,0651;101,013;96,83429;98,71478;98,73217;98,87759;97,71669;97,25983;98,8078;99,2659;98,22565;103,5167;97,64497;;100,6249;102,4106;100,0245
"2012-08-01 00:00:00";98,82489;99,70419;99,13081;99,95219;103,0844;102,461;99,43031;97,19394;100,2537;99,14517;97,61817;98,06969;100,3098;95,43647;97,88916;98,00774;98,29703;96,3831;99,61385;99,78173;102,5715;98,14787;98,5313;99,66486;98,61463;99,23393;98,54945;95,20187;98,47932;95,34998;93,05852;100,3073;99,97076;100,6878;96,9361;98,88007;98,79221;98,91531;97,53472;97,07832;98,80743;99,32441;98,10489;103,3422;97,78741;98,45515;100,7759;102,2025;100,0721
"2012-09-01 00:00:00";99,10368;99,7864;99,04455;99,76054;103,1554;102,7164;99,45758;97,0467;100,225;98,64169;97,72099;97,67329;100,1584;95,10301;97,86543;97,50269;97,6132;96,43304;99,60354;99,68489;102,4599;98,21228;97,99857;99,55512;98,61965;99,41689;98,39635;94,56026;97,95786;94,96995;93,06876;100,04;99,96856;100,3072;96,90418;99,18791;98,90479;99,06908;97,34304;96,86054;98,84832;99,46967;97,95103;103,2991;98,22984;100,2104;100,9058;101,995;100,1208
"2012-10-01 00:00:00";99,34752;99,92336;99,08427;99,45685;103,2053;102,885;99,4853;96,76091;100,2002;98,23156;97,94398;97,50289;100,1286;94,72598;97,74834;97,06467;97,84113;96,37493;99,59386;99,69415;102,3971;98,51729;97,27544;99,68007;98,37446;99,68699;98,17645;93,94507;97,61846;95,00771;93,33328;99,82533;100,0471;100,0683;96,99245;99,40867;99,00132;99,2287;97,25252;96,74973;98,90595;99,60054;97,87368;103,2946;98,77364;100,0553;100,9866;101,8165;100,0931
"2012-11-01 00:00:00";99,43269;100,0853;99,08021;99,16889;103,4759;102,836;99,50066;96,65614;100,2775;98,4463;98,27412;97,52065;100,1904;94,53806;97,74139;96,75855;98,34164;96,16906;99,65717;99,7394;102,4551;98,95457;96,8996;99,89555;97,97391;99,97716;98,00458;93,73097;97,62319;95,34403;93,51668;99,74501;100,1992;100,3265;97,29794;99,3246;98,9854;99,26778;97,22196;96,70669;98,91415;99,60674;97,90239;103,2273;99,00397;99,84686;100,981;101,7102;99,99559
"2012-12-01 00:00:00";99,42474;100,1643;99,18491;99,09628;103,9887;102,5785;99,51091;96,72324;100,2237;99,17412;98,57191;97,54391;100,2928;94,5343;97,94231;96,46697;98,65601;96,01564;99,87055;99,82276;102,4567;99,17667;96,96545;100,1864;97,79684;100,2023;97,93063;93,83945;97,52067;95,80399;93,66946;99,75807;100,4256;100,6655;97,37305;98,99958;98,86402;99,20442;97,259;96,75534;98,86681;99,51056;97,95602;103,1388;99,06126;99,49736;100,8963;101,719;99,84433
"2013-01-01 00:00:00";99,44009;100,3559;99,36661;99,24666;104,2744;102,2677;99,56223;96,98871;100,1972;99,81561;98,97149;97,48316;100,4551;94,72571;98,32568;96,59995;98,86113;96,06308;100,279;100,0019;102,4287;99,42986;97,3432;100,2833;97,79668;100,3004;97,95173;94,09142;97,63218;96,32716;94,01656;100,0403;100,6638;101,0539;97,36746;98,87462;98,8791;99,20602;97,42304;96,95842;98,93393;99,55273;98,08597;103,0519;99,16265;98,95605;100,8347;101,799;99,6601
"2013-02-01 00:00:00";99,41055;100,6452;99,52579;99,41315;104,3812;101,9114;99,72647;97,53421;100,275;100,1804;99,36378;97,39548;100,5883;94,91982;98,71188;96,65716;98,9554;96,22962;100,6288;100,1493;102,2994;99,67976;97,86378;100,088;97,70758;100,338;98,06623;94,39551;97,9621;96,66758;94,26958;100,2718;100,8334;101,321;97,32917;98,97485;98,99228;99,22536;97,56754;97,13309;99,04976;99,67496;98,20515;102,8958;99,19736;98,42224;100,8012;101,9074;99,51705
"2013-03-01 00:00:00";99,20624;100,7243;99,53481;99,46165;104,3429;101,9244;100,0468;97,88485;100,3029;100,4727;99,3985;97,2384;100,6586;95,02819;99,01483;96,68977;98,92711;96,40472;100,8348;100,2883;102,3481;99,9761;98,09756;99,81853;97,90646;100,4011;98,17278;94,49619;98,17467;96,80354;94,5184;100,4688;100,8685;101,5369;97,43465;99,13721;99,11245;99,17456;97,64492;97,22034;99,15794;99,7941;98,30568;102,7075;98,82378;98,16537;100,7517;102,0187;99,52212
"2013-04-01 00:00:00";99,00925;100,4629;99,45313;99,56377;104,2957;102,2965;100,3706;98,06501;100,3257;100,6413;99,18707;97,05994;100,6894;95,12178;99,26833;96,74365;98,57291;96,72486;100,8947;100,3463;102,5222;100,2028;98,24338;99,54842;98,26051;100,5458;98,33505;94,56005;98,23545;96,46394;94,66851;100,5184;100,8202;101,8074;97,62786;99,34369;99,24501;99,1433;97,70005;97,27873;99,26314;99,90504;98,41402;102,6078;98,35292;98,33754;100,6676;102,1129;99,75317
"2013-05-01 00:00:00";98,72387;100,1557;99,38216;99,6728;103,8902;102,5703;100,4694;98,29103;100,4227;100,629;99,01247;96,87434;100,7097;95,25692;99,54152;97,05737;97,79382;96,98376;100,8431;100,459;102,7492;100,468;98,36225;99,31759;98,43962;100,7234;98,49554;94,62007;98,44151;95,81866;94,86774;100,4743;100,7456;102,1187;97,96397;99,67303;99,43591;99,11262;97,73766;97,32983;99,40639;100,0747;98,53432;102,5151;97,73238;98,50904;100,6085;102,1609;100,049
"2013-06-01 00:00:00";98,38001;100,1314;99,32567;99,76398;103,3006;102,742;100,1563;98,48806;100,665;100,4605;98,95638;96,96844;100,7429;95,18477;99,7097;97,52787;97,34813;97,30754;100,6914;100,5403;102,7029;100,6032;98,60741;99,2187;98,38012;100,8594;98,83224;94,84808;98,83093;95,57825;95,41253;100,5328;100,6812;102,2519;98,51597;99,84329;99,58023;99,04969;97,88789;97,53548;99,53412;100,1537;98,74693;102,3928;97,29009;98,03725;100,5385;102,1269;100,1883
"2013-07-01 00:00:00";97,97253;100,2998;99,37988;99,95385;102,8921;102,4746;99,62756;98,79982;100,8433;100,2831;98,85485;97,39683;100,7861;95,08273;99,86067;97,8772;97,60791;97,45346;100,5849;100,5423;102,2374;100,7557;98,76091;99,41822;98,33945;100,8988;99,15905;95,19801;99,28572;95,55997;96,1827;100,7145;100,6421;102,2709;99,28807;99,8066;99,65986;98,93552;98,14802;97,87733;99,63821;100,1424;99,03;102,2761;97,18855;96,436;100,3398;102,0167;100,003
"2013-08-01 00:00:00";97,63326;100,6107;99,60278;100,428;102,8262;101,9688;99,13725;99,19678;101,0255;100,307;98,82891;97,91329;100,8352;95,02263;100,078;98,27718;98,02686;97,5644;100,5576;100,5026;101,7944;100,9447;99,17874;99,47264;98,48824;100,8936;99,34745;95,69225;99,51773;95,75457;96,85673;100,7538;100,6464;102,0812;99,78855;99,53319;99,62133;98,78405;98,48047;98,28799;99,65335;99,99801;99,27856;102,3126;97,37073;94,38832;100,2038;101,8155;99,64941
"2013-09-01 00:00:00";97,49629;100,8851;99,87469;101,004;103,2009;101,9029;98,88794;99,48904;101,1641;100,5841;98,87504;98,23289;100,9369;95,11217;100,3265;98,71194;98,50149;97,63588;100,585;100,4995;101,7565;100,9774;99,72892;99,14763;98,76112;100,9173;99,41892;96,01247;99,67351;95,91804;97,3521;100,7203;100,7137;101,8726;99,97949;99,16219;99,50653;98,66582;98,77342;98,64584;99,60329;99,79224;99,45333;102,3723;97,71122;92,84241;100,1972;101,501;99,33234
"2013-10-01 00:00:00";97,56938;100,9394;100,0159;101,4181;103,6243;102,2625;98,88244;99,64344;101,2262;101,0124;98,96411;98,25701;101,0635;95,33183;100,5867;98,92373;99,14135;97,4604;100,3995;100,7205;101,9274;100,8777;99,93752;98,63403;99,20451;101,0237;99,33648;96,13322;99,88152;96,04343;97,46091;100,8239;100,8201;102,0012;99,95103;98,93284;99,36703;98,63297;98,92215;98,83602;99,5322;99,63691;99,52406;102,387;97,98304;92,55402;100,3397;101,1487;99,19753
"2013-11-01 00:00:00";97,70409;100,8534;99,97438;101,6436;103,9811;102,5863;99,16109;99,70776;101,1914;101,23;99,14127;98,08617;101,2222;95,48466;100,9101;99,01578;99,24149;97,44067;100,2319;100,9493;102,1421;100,8199;99,87935;98,05039;99,71835;101,1769;99,33245;96,31833;100,2068;96,33075;97,56496;101,0341;100,9425;102,1534;99,93005;99,03064;99,38195;98,69671;99,06017;98,99866;99,55918;99,63944;99,59506;102,3559;98,0134;93,12708;100,56;100,8595;99,18782
"2013-12-01 00:00:00";97,97061;100,5911;99,73537;101,7052;104,2326;102,7017;99,79516;99,69954;101,1656;101,3551;99,32736;98,07266;101,386;95,6463;101,1461;99,37504;99,13367;97,43809;99,96294;101,104;102,3955;100,8155;99,59341;97,53967;100,1093;101,3261;99,39213;96,68354;100,4649;96,7949;97,73878;101,1054;101,0628;101,8928;100,1838;99,32624;99,51167;98,86893;99,21748;99,17034;99,64396;99,70015;99,68801;102,2003;98,18123;94,12714;100,7314;100,7265;99,22916
"2014-01-01 00:00:00";98,27972;100,3031;99,56739;101,6624;104,2161;102,5993;100,596;99,88803;101,123;101,398;99,47037;98,14751;101,5272;95,86771;101,3476;99,67701;99,04449;97,53883;99,60882;101,2382;102,6287;100,6;99,10983;97,20052;100,4532;101,4333;99,3975;97,07082;100,6473;97,29827;98,01151;101,0412;101,1566;101,4614;100,6418;99,49433;99,60352;99,04813;99,40315;99,35726;99,69895;99,68745;99,81251;101,9747;98,39415;95,33343;100,8103;100,7377;99,29157
"2014-02-01 00:00:00";98,67005;100,046;99,47824;101,5101;104,1323;102,198;101,3505;100,1965;101,0291;101,4208;99,35926;98,21756;101,5882;96,23669;101,4857;99,85231;99,22924;97,94595;99,24572;101,2707;102,7154;100,2895;98,79837;97,35465;100,7042;101,5049;99,46677;97,41521;100,6192;97,61978;98,24936;100,8927;101,1869;101,302;100,991;99,56226;99,65752;99,26864;99,58601;99,53183;99,74632;99,66811;99,94919;101,7604;98,76441;96,56384;100,8247;100,9088;99,39901
"2014-03-01 00:00:00";99,0356;99,85336;99,434;101,2403;103,8899;102,0847;101,8892;100,5981;101,0013;101,5521;99,10171;98,24406;101,5903;96,77465;101,6976;99,88079;99,77309;98,62973;99,01905;101,2392;102,8906;100,0122;98,91238;97,71648;100,8475;101,5459;99,62962;97,65445;100,8421;97,85778;98,55853;100,7969;101,1229;101,6912;101,3165;99,59365;99,72176;99,49815;99,7572;99,71528;99,83354;99,70074;100,1491;101,597;99,09819;97,6899;100,8114;101,2723;99,61816
"2014-04-01 00:00:00";99,18639;99,66654;99,39713;101,0519;103,3688;102,2592;102,2015;100,9369;101,0503;101,6496;98,87005;98,14703;101,6105;97,2252;101,7965;99,82759;100,3539;99,30767;99,05585;101,1235;103,1226;99,91063;99,11718;97,98077;100,8526;101,5505;99,79792;97,80012;101,0776;98,02858;98,79399;100,789;101,0243;102,1914;101,577;99,66608;99,82579;99,62982;99,85775;99,83669;99,94112;99,79008;100,3242;101,3857;99,02161;98,62759;100,7638;101,7065;100,0022
"2014-05-01 00:00:00";99,29327;99,419;99,40477;101,011;102,7299;102,6428;102,2275;101,0895;101,2649;101,6831;98,97631;98,00891;101,6453;97,59281;101,7876;99,64172;100,5133;99,64545;99,32018;100,9495;103,208;99,93782;99,19038;98,04858;100,8225;101,5221;100,0219;97,97536;101,2897;98,36162;99,06673;100,8717;100,9657;102,2144;101,729;99,65718;99,88424;99,68671;99,91074;99,92004;99,99261;99,82057;100,4164;101,1509;98,83821;99,43249;100,796;102,0541;100,423
"2014-06-01 00:00:00";99,48714;99,33162;99,48645;101,0304;102,1302;102,8999;101,8766;101,1668;101,5482;101,636;99,11815;97,91587;101,629;97,87605;101,7696;99,80493;100,0681;99,436;99,62935;100,9042;103,1416;99,89041;99,22434;97,9727;100,7543;101,45;100,0824;98,13078;101,3221;98,83543;99,39559;100,9457;100,9961;101,9965;101,8151;99,63995;99,90159;99,75812;99,89322;99,92912;100,0044;99,83496;100,4171;101,0552;98,83621;100,1298;100,8689;102,1716;100,6992
"2014-07-01 00:00:00";99,64391;99,39987;99,50326;100,9675;101,5797;102,838;101,3323;101,1018;101,7537;101,7002;98,8932;97,94252;101,5139;97,97572;101,7976;100,2878;99,50683;98,92536;99,81389;100,88;103,0607;99,51878;99,11446;97,90741;100,6138;101,3179;99,98553;98,34407;101,303;99,24442;99,5754;100,9084;101,0588;101,838;101,8129;99,64062;99,88384;99,80477;99,79356;99,85252;99,98037;99,84399;100,3422;101,0129;98,85145;100,6771;100,9822;102,0639;100,6874
"2014-08-01 00:00:00";99,72738;99,48116;99,49169;100,738;101,071;102,5208;100,7857;101,0702;101,7738;101,7814;98,20492;97,93809;101,287;97,80555;101,8651;100,6365;99,24778;98,49675;99,77961;100,9203;102,8304;98,9177;98,90105;98,03569;100,4179;101,1575;99,98161;98,5261;101,2826;99,57816;99,72071;100,7092;101,0694;101,768;101,7974;99,7244;99,86726;99,83681;99,62898;99,69466;99,96011;99,88376;100,2338;100,8996;98,86501;101,0349;101,0555;101,6705;100,5186
"2014-09-01 00:00:00";99,73713;99,44386;99,49367;100,4551;100,705;102,3406;100,3629;101,1657;101,6461;101,7776;97,74306;97,9089;101,1232;97,61257;101,9726;100,8344;99,34145;98,32418;99,61472;100,8867;102,7561;98,65764;98,87923;98,28687;100,302;101,0065;100,0238;98,78144;101,1854;100,0121;99,72005;100,4646;100,9613;101,6718;101,6444;99,91494;99,89191;99,86213;99,51759;99,58591;99,96975;99,95963;100,1353;100,775;98,91357;101,0836;101,0811;100,8763;100,3537
"2014-10-01 00:00:00";99,62925;99,4119;99,60211;100,107;100,4837;102,463;100,0542;101,4532;101,5921;101,8676;97,77354;97,99725;101,0933;97,74036;101,9511;100,8198;99,52309;98,19276;99,41196;100,6897;102,942;98,8412;98,87263;98,4706;100,2927;100,8966;100,171;98,92953;101,2501;100,2809;99,65364;100,1653;100,7839;101,3916;101,57;100,1904;99,98214;99,85658;99,51195;99,60383;100,021;100,0553;100,0893;100,5215;98,92687;100,7305;101,0795;99,80875;100,2964
"2014-11-01 00:00:00";99,58497;99,36761;99,7377;99,84016;100,4974;102,5761;99,8492;101,7652;101,559;102,0878;98,01606;98,22929;101,1363;97,90289;101,7797;100,9405;99,4625;98,11366;99,27445;100,452;103,2448;99,15718;98,66248;98,61404;100,2628;100,8305;100,2661;98,98151;101,4205;100,2837;99,73772;99,99837;100,6036;101,1;101,5347;100,5323;100,145;99,90428;99,60009;99,71341;100,1256;100,1951;100,101;100,0836;99,07625;100,325;101,0421;98,56995;100,3016
