geo,year,sm_participation,inflation,unemployment,cci,Facebook,Instagram,YouTube,LinkedIn,ent_share,prof_share,ent_minus_prof
FI,2017,66.01,0.5124034160227664,8.733333333333333,102.11365833333333,67.91250000000001,4.009166666666666,2.4274999999999998,0.30416666666666664,74.34916666666668,0.30416666666666664,74.045
FI,2018,66.94,1.3189836543129996,7.425000000000001,101.71199166666668,53.48166666666666,7.352499999999999,6.329166666666667,0.42,67.16333333333334,0.42,66.74333333333333
FI,2019,66.68,1.134094720868939,6.741666666666667,99.63242583333333,49.3225,7.983333333333333,4.6375,0.5408333333333334,61.943333333333335,0.5408333333333334,61.4025
FI,2020,75.07,0.18952854773750527,7.766666666666667,98.8025975,40.906666666666666,9.790000000000001,4.473333333333334,0.48333333333333334,55.169999999999995,0.48333333333333334,54.68666666666667
FI,2021,75.11,3.168597777252291,7.616666666666667,101.63577500000001,48.343333333333334,6.703333333333333,4.18,1.2633333333333334,59.22666666666667,1.2633333333333334,57.96333333333333
FI,2022,75.68,8.786003514401397,6.7749999999999995,96.35358833333333,54.25666666666667,12.045,3.7725000000000004,0.6041666666666666,70.07416666666667,0.6041666666666666,69.47
FI,2023,79.22,1.3273404031182157,7.216666666666666,97.06764083333333,53.48916666666667,17.794999999999998,3.0741666666666667,0.5366666666666667,74.35833333333333,0.5366666666666667,73.82166666666667
FI,2024,78.93,1.559467701691153,8.4,97.74436583333333,49.11083333333334,20.36583333333333,4.226666666666667,1.105,73.70333333333333,1.105,72.59833333333333
FR,2013,37.75,0.8393075712537224,10.299999999999999,97.58155083333332,74.575,0.0,6.0633333333333335,0.2608333333333333,80.63833333333334,0.2608333333333333,80.3775
FR,2014,38.53,0.08670019074041857,10.266666666666666,98.10643,79.37416666666667,0.0,2.0325,0.12166666666666666,81.40666666666667,0.12166666666666666,81.28500000000001
FR,2015,37.72,0.2772002772002846,10.341666666666667,99.48335833333333,81.20333333333333,0.0,0.3516666666666666,0.105,81.555,0.105,81.45
FR,2016,39.85,0.8033863165169297,10.066666666666666,99.70175583333334,75.87,0.0725,0.5275,0.23666666666666666,76.47,0.23666666666666666,76.23333333333333
FR,2017,42.81,1.251178335761427,9.408333333333333,100.764725,66.925,1.6308333333333334,2.3725,0.2775,70.92833333333333,0.2775,70.65083333333332
FR,2018,41.92,1.8958950486669401,9.025,99.75377166666668,70.07833333333333,1.4075,4.189166666666666,0.2841666666666667,75.675,0.2841666666666667,75.39083333333333
FR,2019,42.32,1.619735858460003,8.424999999999999,100.11748999999999,73.08833333333332,2.4274999999999998,2.585,0.22833333333333336,78.10083333333334,0.22833333333333336,77.8725
FR,2021,44.83,3.3932951757972285,7.875,100.4734175,61.11166666666667,4.455,4.069166666666667,0.705,69.63583333333334,0.705,68.93083333333334
FR,2022,44.5,6.737841043890858,7.3,97.55069250000001,71.85333333333334,6.110833333333333,2.8049999999999997,0.6058333333333333,80.76916666666666,0.6058333333333333,80.16333333333334
FR,2023,44.39,4.0972067866933415,7.341666666666666,98.01094166666667,64.86083333333333,13.7525,2.714166666666667,1.7883333333333333,81.3275,1.7883333333333333,79.53916666666667
FR,2024,,1.7508896797153062,7.391666666666667,98.72321583333333,56.6675,16.423333333333336,3.74,0.9908333333333333,76.83083333333333,0.9908333333333333,75.84
HR,2013,37.84,0.45993706124425326,17.391666666666666,,81.9075,0.0,4.5249999999999995,0.15416666666666667,86.4325,0.15416666666666667,86.27833333333332
HR,2014,40.44,-0.09638554216867545,17.158333333333335,,83.42916666666666,0.0,1.1166666666666667,0.07666666666666667,84.54583333333333,0.07666666666666667,84.46916666666667
HR,2015,44.6,-0.3135552339604497,16.083333333333332,,87.43416666666667,0.0,0.1075,0.065,87.54166666666667,0.065,87.47666666666667
HR,2016,50.39,0.7097346560206441,13.275,,87.87166666666667,0.09083333333333332,0.23666666666666666,0.145,88.19916666666667,0.145,88.05416666666667
HR,2017,47.25,1.2733242572275039,10.916666666666666,,80.57833333333333,2.984166666666667,2.4825,0.15666666666666668,86.045,0.15666666666666668,85.88833333333334
HR,2018,53.93,0.9963624861616394,8.266666666666667,,63.379999999999995,14.1,4.920833333333333,0.155,82.40083333333332,0.155,82.24583333333334
HR,2019,57.88,1.260569996868166,6.575,,78.39833333333333,3.481666666666667,2.0658333333333334,0.10916666666666668,83.94583333333334,0.10916666666666668,83.83666666666666
