geo,year,sm_participation,inflation,unemployment,cci,Facebook,Instagram,YouTube,LinkedIn,ent_share,prof_share,ent_minus_prof,d_sm,stress
IE,2014,50.43,-0.2747252747252737,11.891666666666666,100.2932125,66.93166666666667,0.0,0.5758333333333333,0.145,67.50750000000001,0.145,67.3625,2.9200000000000017,0.3016159162239918
IE,2015,52.55,0.1836547291092616,9.916666666666666,102.72893333333332,86.26333333333334,0.0,0.04,0.0691666666666666,86.30333333333333,0.0691666666666666,86.23416666666667,2.1199999999999974,-1.3491745121438627
IE,2016,57.89,-0.1833180568285852,8.383333333333335,102.91718333333334,89.2325,0.0583333333333333,0.175,0.3575,89.46583333333332,0.3575,89.10833333333333,5.340000000000003,-1.851897275747929
IE,2017,58.86,0.4591368227731873,6.766666666666667,103.236,91.255,0.3333333333333333,0.31,0.1408333333333333,91.89833333333333,0.1408333333333333,91.7575,0.9699999999999989,-2.3014927261711824
IE,2018,60.13,0.8226691042047429,5.808333333333334,103.38796666666669,90.69083333333332,0.6308333333333334,0.6783333333333333,0.1475,92.0,0.1475,91.8525,1.2700000000000031,-2.5512900906538594
IE,2019,63.58,1.1786038077969074,4.9750000000000005,101.36359166666666,93.54166666666669,0.9733333333333332,0.4041666666666666,0.0733333333333333,94.91916666666668,0.0733333333333333,94.84583333333336,3.4499999999999957,-1.649734767396911
IE,2020,60.55,-0.9856630824372714,5.841666666666666,99.43246333333332,87.60000000000001,1.9666666666666668,0.8441666666666666,0.1408333333333333,90.41083333333334,0.1408333333333333,90.27,-3.030000000000001,-0.7520956674966135
IE,2021,69.06,5.61085972850679,6.258333333333333,101.927625,94.08583333333333,1.1725,0.4475,0.1258333333333333,95.70583333333332,0.1258333333333333,95.58,8.510000000000005,-1.030146818527743
IE,2022,72.07,8.140531276778074,4.458333333333333,97.29853166666668,91.655,2.7566666666666664,0.545,0.1525,94.95666666666666,0.1525,94.80416666666667,3.009999999999991,1.2934770272010394
IE,2023,70.06,3.2488114104595844,4.3,98.77410833333332,87.40583333333332,4.5216666666666665,0.7533333333333333,0.215,92.68083333333334,0.215,92.46583333333336,-2.009999999999991,-0.18239670594521085
IE,2024,74.5,0.9976976208748932,4.3,100.35535,83.33833333333332,6.138333333333333,1.3616666666666666,0.3408333333333333,90.83833333333332,0.3408333333333333,90.4975,4.439999999999998,-1.3104606957335765
IS,2013,78.88,3.674878576862306,6.266666666666667,,81.02666666666667,0.0,1.7441666666666666,0.0591666666666666,82.77083333333333,0.0591666666666666,82.71166666666667,,
IS,2014,82.73,-0.4063893435683252,5.6000000000000005,,80.91833333333334,0.0,0.2966666666666667,0.0375,81.215,0.0375,81.1775,3.8500000000000085,
IS,2017,89.46,-1.0196034249661978,3.283333333333333,,84.385,0.4491666666666667,0.5066666666666667,0.0608333333333333,85.34083333333332,0.0608333333333333,85.28,6.72999999999999,
IS,2018,90.87,1.9691537191963928,3.233333333333333,,80.97416666666668,0.8091666666666667,1.1891666666666667,0.0833333333333333,82.97250000000001,0.0833333333333333,82.88916666666667,1.4100000000000108,
IS,2019,91.65,0.9097505162694696,3.9,,75.58416666666666,2.595,1.2308333333333332,0.09,79.41,0.09,79.32,0.7800000000000011,
IS,2020,93.82,2.34513274336281,5.8500000000000005,,73.49249999999999,2.8074999999999997,1.4233333333333331,0.0841666666666666,77.72333333333334,0.0841666666666666,77.63916666666667,2.1699999999999875,
IS,2021,92.98,3.864029399048863,5.333333333333333,,82.14666666666666,1.9691666666666665,1.1266666666666667,0.1708333333333333,85.24249999999999,0.1708333333333333,85.07166666666667,-0.8399999999999892,
IS,2024,89.83,3.5638080537522043,3.4250000000000003,,61.79,9.994166666666668,5.2700000000000005,0.6133333333333334,77.05416666666666,0.6133333333333334,76.44083333333333,-3.1500000000000057,
IT,2013,31.63,0.6705783738474302,12.358333333333334,97.05887333333334,80.63166666666667,0.0,4.881666666666667,0.3008333333333333,85.51333333333334,0.3008333333333333,85.21249999999999,,2.2101548200145644
IT,2014,36.21,-0.0832639467110651,12.783333333333331,98.561285,87.6225,0.0,0.9108333333333332,0.0883333333333333,88.53333333333335,0.0883333333333333,88.44500000000001,4.580000000000002,1.4284779696752485
IT,2015,38.05,0.0833333333333241,12.025,100.28587916666667,86.15166666666666,0.0,0.1991666666666667,0.1416666666666666,86.35083333333334,0.1416666666666666,86.20916666666666,1.8399999999999963,0.3858382506363405
IT,2016,41.54,0.5828476269775118,11.716666666666669,100.40995833333334,86.83083333333333,0.0608333333333333,0.465,0.2466666666666666,87.35666666666667,0.2466666666666666,87.11,3.490000000000002,0.3196398944630649
IT,2017,43.36,0.9933774834437026,11.291666666666666,100.23351416666668,80.62083333333334,1.4608333333333334,2.7175,0.3766666666666666,84.79916666666666,0.3766666666666666,84.4225,1.8200000000000003,0.36926620599977705
IT,2018,46.48,1.147540983606565,10.6,101.48301666666669,70.66333333333334,3.234166666666667,6.56,0.4791666666666667,80.4575,0.4791666666666667,79.97833333333334,3.1199999999999974,-0.41441767666315654
IT,2019,42.3,0.4051863857374327,9.908333333333331,100.69350833333334,69.61083333333333,4.985833333333333,3.5416666666666665,0.3391666666666666,78.13833333333334,0.3391666666666666,77.79916666666666,-4.18,-0.269677022370989
IT,2020,48.42,-0.2421307506053405,9.341666666666669,99.56519333333334,75.845,5.095,2.453333333333333,0.13,83.39333333333333,0.13,83.26333333333334,6.1200000000000045,0.09204498289955393
IT,2021,50.19,4.207119741100329,9.525,102.20650833333332,80.15416666666667,3.329166666666667,3.778333333333333,0.4125,87.26166666666667,0.4125,86.84916666666668,1.769999999999996,-0.6128341785740511
IT,2022,53.19,12.267080745341596,8.116666666666667,98.22618916666666,73.27333333333333,11.7525,5.671666666666667,0.455,90.6975,0.455,90.2425,3.0,2.2324362678246117
IT,2023,53.06,0.5532503457814641,7.683333333333334,99.538235,76.81583333333334,14.7925,1.5016666666666667,0.4858333333333333,93.11,0.4858333333333333,92.62416666666668,-0.12999999999999545,-0.16751031836404895
IT,2024,55.96,1.375515818431916,6.566666666666666,99.60944166666668,74.64666666666666,13.4125,2.869166666666666,0.7174999999999999,90.92833333333331,0.7174999999999999,90.21083333333333,2.8999999999999986,-0.3487101123297643
LT,2013,43.6,0.4462036703850369,11.8,100.46255166666668,70.23416666666667,0.0,9.865833333333333,0.22,80.10000000000001,0.22,79.88,,0.29284240111954374
LT,2014,47.02,-0.1074729526402529,10.733333333333334,99.60449166666666,69.21666666666667,0.0,2.585,0.1466666666666666,71.80166666666666,0.1466666666666666,71.655,3.4200000000000017,0.41235223500224694
LT,2015,46.27,-0.2510400229522314,9.141666666666667,100.66961666666668,76.87666666666667,0.0,0.6416666666666667,0.2275,77.51833333333333,0.2275,77.29083333333334,-0.75,-0.5255902589561681
LT,2016,50.34,1.9558495721579083,7.916666666666667,100.40957416666669,70.25750000000001,0.055,4.33,1.2033333333333334,74.6425,1.2033333333333334,73.43916666666667,4.07,-0.3690786624828766
LT,2017,53.55,3.808449114888224,7.108333333333333,100.08390333333334,66.895,0.8466666666666667,6.59,0.6758333333333333,74.33166666666666,0.6758333333333333,73.65583333333333,3.2099999999999937,-0.13136734200153563
LT,2018,57.95,1.7528364698688792,6.191666666666666,101.957325,64.94500000000001,1.5316666666666665,11.039166666666668,0.5258333333333333,77.51583333333333,0.5258333333333333,76.99,4.400000000000006,-1.5952442766753174
LT,2019,60.57,2.730853976096692,6.2749999999999995,103.41816666666666,64.52416666666666,2.9808333333333334,5.429166666666667,0.4441666666666666,72.93416666666667,0.4441666666666666,72.49,2.6199999999999974,-2.1946359894049037
LT,2020,61.45,-0.071493565579106,8.525,100.72370666666669,67.55916666666667,4.355833333333333,4.885,0.2466666666666666,76.8,0.2466666666666666,76.55333333333333,0.8800000000000026,-0.6713032444128267
LT,2021,65.19,10.70569105691057,7.141666666666667,101.74821666666666,65.4675,8.8075,8.305,0.395,82.58,0.395,82.185,3.739999999999995,-0.027540565758942925
LT,2022,67.3,19.981199694495032,5.933333333333334,98.540945,61.0725,8.905,5.7175,0.5983333333333333,75.69500000000001,0.5983333333333333,75.09666666666666,2.1099999999999994,2.6332842129486327
LT,2023,68.45,1.6012143766526377,6.841666666666666,101.36341666666668,69.52749999999999,9.2675,6.1049999999999995,0.4666666666666666,84.89999999999999,0.4666666666666666,84.43333333333334,1.1500000000000057,-1.1592833108523681
LT,2024,69.84,1.8651501277169968,7.141666666666667,103.45693333333334,59.44583333333333,18.57,5.1674999999999995,0.9425,83.18333333333334,0.9425,82.24083333333333,1.3900000000000006,-2.1340579835327698
